MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Cl* NGC  188    FTS     189	*inCl	00 52 49.168	+85 13 28.24	10	10	0	-5.17	-0.46	16.21	15.528	15.117	14.295	13.924	13.873	 	 	 	 	7
Cl* NGC  188    FTS     201	*inCl	00 52 03.077	+85 11 47.30	10	10	0	-4.83	-0.35	16.349	15.653	15.25	14.463	14.115	13.995	 	 	 	 	7
Cl* NGC  188    FTS     164	*inCl	00 52 06.796	+85 11 55.65	10	10	100	-4.95	-0.04	15.99	15.315	14.907	14.097	13.83	13.803	 	 	 	 	7
Cl* NGC  188     JA    1476	*inCl	00 43 26.852	+85 09 17.72	10	10	0	-4.69	0.9	14.211	13.166	12.537	11.293	10.706	10.591	 	 	 	 	7
Cl* NGC  188    DGV     476	*inCl	00 47 18.192	+85 08 35.97	10	10	98	-5	0.06	16.19	15.53	15.126	14.273	14.003	13.923	 	 	 	 	7
Cl* NGC  188    DGV     477	*inCl	00 46 16.771	+85 06 43.86	10	10	97	-5.59	-0.07	16.06	15.38	14.98	14.151	13.838	13.848	 	 	 	 	7
Cl* NGC  188    DGV     480	*inCl	00 42 20.216	+85 14 02.46	10	10	109	-5.48	-0.76	16.56	15.86	15.449	14.591	14.224	14.192	 	 	 	 	7
Cl* NGC  188    DGV     481	*inCl	00 42 53.250	+85 13 38.87	10	10	0	-5.29	-0.8	15.98	15.3	14.85	13.982	13.698	13.579	G3Vp	 	 	 	7
Cl* NGC  188    FTS      63	*inCl	00 49 35.162	+85 10 46.55	10	10	88	-5.4	-0.49	15.8	14.768	14.198	13.016	12.594	12.445	 	 	 	 	7
Cl* NGC  188    FTS     113	*inCl	00 49 27.901	+85 11 24.83	10	10	0	-5.41	-0.53	15.642	14.978	14.579	13.747	13.453	13.362	 	 	 	 	7
Cl* NGC  188    FTS     218	*inCl	00 49 02.793	+85 10 16.53	10	10	86	-4.92	0.08	16.4	15.727	15.317	14.52	14.138	14.093	 	 	 	 	7
Cl* NGC  188    FTS     190	*inCl	00 48 57.131	+85 10 04.69	10	10	89	-5.28	-0.08	16.171	15.505	15.1	14.275	13.941	13.92	 	 	 	 	7
Cl* NGC  188    FTS     233	*inCl	00 48 31.041	+85 09 39.97	10	10	89	-5.08	-0.31	16.518	15.825	15.396	14.523	14.192	14.05	 	 	 	 	7
Cl* NGC  188    DGV     537	*inCl	00 47 43.536	+85 07 21.05	10	10	87	-4.68	0.5	15.574	14.545	13.949	12.733	12.157	12.081	 	 	 	 	7
Cl* NGC  188    DGV     545	*inCl	00 45 15.784	+85 05 45.99	10	10	97	-4.97	0.22	15.707	15.028	14.616	13.739	13.39	13.376	 	 	 	 	7
Cl* NGC  188    FTS     205	*inCl	00 44 01.598	+85 09 06.57	10	10	0	-5.25	-0.1	16.427	15.693	15.231	14.281	13.921	13.86	 	 	 	 	7
Cl* NGC  188    FTS     181	*inCl	00 44 26.682	+85 09 20.91	10	10	93	-5.11	-0.6	16.104	15.446	15.048	14.293	13.866	13.827	 	 	 	 	7
Cl* NGC  188    FTS     199	*inCl	00 47 25.882	+85 09 42.33	10	10	79	-5.14	-0.22	16.285	15.627	15.213	14.464	14.186	13.939	 	 	 	 	7
Cl* NGC  188    FTS     216	*inCl	00 48 16.540	+85 11 39.47	10	10	92	-5.37	-0.66	16.572	15.879	15.47	14.627	14.327	14.124	 	 	 	 	7
Cl* NGC  188    FTS     254	*inCl	00 46 25.623	+85 11 08.96	10	10	96	-4.46	-0.39	16.532	15.999	15.659	14.961	14.681	14.413	 	 	 	 	7
Cl* NGC  188    FTS     182	*inCl	00 46 14.027	+85 10 56.08	10	10	94	-5.18	-0.76	16.187	15.467	15.039	14.07	13.804	13.677	 	 	 	 	7
Cl* NGC  188    FTS      76	*inCl	00 45 25.255	+85 10 38.06	10	10	91	-5.39	-0.62	15.947	14.95	14.363	13.136	12.64	12.589	 	 	 	 	7
Cl* NGC  188    FTS     115	*inCl	00 44 02.871	+85 11 42.25	10	10	69	-5.17	-1.12	16.133	15.133	14.55	13.376	12.881	12.8	 	 	 	 	7
Cl* NGC  188    FTS     242	*inCl	00 43 57.891	+85 11 29.69	10	10	93	-5.2	-0.63	16.587	15.883	15.466	14.623	14.255	14.244	 	 	 	 	7
Cl* NGC  188    DGV     592	*inCl	00 43 41.921	+85 10 43.25	10	10	83	-5.45	-0.85	15.838	15.191	14.771	13.944	13.622	13.493	 	 	 	 	7
Cl* NGC  188    FTS     104	*inCl	00 44 59.994	+85 15 55.48	10	10	106	-5.07	-0.38	15.632	14.964	14.548	13.675	13.334	13.294	 	 	 	 	7
Cl* NGC  188    FTS      94	*inCl	00 44 45.792	+85 15 24.20	10	10	0	-4.83	-0.43	15.746	15.075	14.666	13.813	13.542	13.393	 	 	 	 	7
Cl* NGC  188    FTS     186	*inCl	00 44 01.804	+85 14 22.76	10	10	0	-5.24	-0.58	16.407	15.718	15.302	14.447	14.223	14.081	 	 	 	 	7
Cl* NGC  188    FTS     179	*inCl	00 43 57.096	+85 14 18.55	10	10	0	-5.61	-0.77	16.277	15.595	15.165	14.3	13.977	13.839	 	 	 	 	7
Cl* NGC  188    FTS     196	*inCl	00 44 55.227	+85 12 20.89	10	10	92	-5.19	-0.86	16.245	15.581	15.187	14.309	13.987	13.962	 	 	 	 	7
Cl* NGC  188    FTS     152	*inCl	00 45 17.217	+85 12 21.88	10	10	52	-5.53	-0.5	15.995	15.333	14.946	14.096	13.757	13.671	G1Vp	 	 	 	7
Cl* NGC  188    FTS      80	*inCl	00 45 52.408	+85 12 24.27	10	10	0	-6.23	-0.02	16.436	15.756	15.347	14.465	14.134	13.974	 	 	 	 	7
Cl* NGC  188    FTS     208	*inCl	00 44 40.667	+85 13 09.18	10	10	0	-4.69	-1.16	16.18	15.641	15.287	14.51	14.235	14.168	 	 	 	 	7
Cl* NGC  188    DGV     668	*inCl	00 45 06.691	+85 14 04.68	10	10	106	-5.2	-0.61	15.85	14.97	14.542	 	 	 	 	 	 	 	7
Cl* NGC  188    DGV     670	*inCl	00 45 33.701	+85 14 11.74	10	10	0	-5.2	-1.12	16.57	15.85	15.474	 	 	 	 	 	 	 	7
Cl* NGC  188    FTS     210	*inCl	00 46 23.011	+85 14 14.65	10	10	0	-5.66	0.18	16.406	15.723	15.258	14.239	13.759	13.761	 	 	 	 	7
Cl* NGC  188    DGV     691	*inCl	00 42 35.264	+85 13 25.63	10	10	105	-5.51	-0.46	14.63	13.68	13.06	11.925	11.44	11.381	 	 	 	 	7
Cl* NGC  188    FTS     239	*inCl	00 46 54.279	+85 14 58.46	10	10	0	-5.75	-0.77	16.472	15.812	15.394	14.605	14.277	14.172	 	 	 	 	7
Cl* NGC  188    FTS     269	*inCl	00 46 28.382	+85 15 58.06	10	10	94	-5.54	-0.8	16.766	16.076	15.661	14.891	14.539	14.515	 	 	 	 	7
Cl* NGC  188    FTS     122	*inCl	00 49 00.511	+85 16 24.81	10	10	0	-5.55	-0.3	15.719	15.047	14.644	13.819	13.508	13.408	 	 	 	 	7
Cl* NGC  188    FTS     194	*inCl	00 49 40.476	+85 16 18.06	10	10	90	-5.32	-0.38	16.168	15.525	15.12	14.341	13.999	13.892	 	 	 	 	7
Cl* NGC  188    FTS     235	*inCl	00 49 58.408	+85 14 45.64	10	10	63	-5.59	-0.15	16.566	15.874	15.463	14.64	14.31	14.231	 	 	 	 	7
Cl* NGC  188    DGV    1332	*inCl	00 47 52.195	+85 24 59.66	10	10	65	-5.95	1.5	12.64	12.1	11.797	11.125	10.887	10.837	 	 	 	 	7
Cl* NGC  188    FTS     144	*inCl	00 51 09.671	+85 16 32.53	10	10	0	-2.25	2.97	15.97	15.309	14.915	14.032	13.733	13.654	 	 	 	 	7
Cl* NGC  188    FTS     197	*inCl	00 50 41.259	+85 19 25.98	10	10	59	-4.54	-0.28	16.262	15.596	15.188	14.406	14.138	14.012	 	 	 	 	7
Cl* NGC  188    FTS     106	*inCl	00 49 53.299	+85 17 41.94	10	10	77	-5.45	-0.76	15.671	14.965	14.533	13.622	13.296	13.235	G2V	 	 	 	7
Cl* NGC  188    FTS     187	*inCl	00 48 44.618	+85 17 42.63	10	10	0	-5.41	-0.64	16.166	15.508	15.133	14.302	14.035	13.931	 	 	 	 	7
Cl* NGC  188    FTS     213	*inCl	00 46 52.787	+85 17 43.97	10	10	90	-5.76	-0.45	16.39	15.707	15.311	14.499	14.099	14.168	 	 	 	 	7
Cl* NGC  188    FTS     192	*inCl	00 47 28.117	+85 19 40.98	10	10	0	-5.14	-0.46	16.235	15.57	15.182	14.36	13.965	13.978	 	 	 	 	7
Cl* NGC  188    FTS      61	*inCl	00 47 24.309	+85 19 49.76	10	10	0	-4.75	0.01	15.654	14.91	14.476	 	 	 	 	 	 	 	7
Cl* NGC  188    DGV    1398	*inCl	00 49 46.727	+85 20 31.54	10	10	91	-4.79	-0.48	15.447	14.784	14.374	13.605	13.252	13.171	 	 	 	 	7
Cl* NGC  188    SMV    9627	*inCl	00 50 59.815	+85 21 09.66	10	10	67	-4.79	-0.29	15.691	15.032	14.62	13.811	13.605	13.368	 	 	 	 	7
Cl* NGC  188    FTS     223	*inCl	00 46 01.641	+85 19 37.16	10	10	106	-5.14	-0.39	16.438	15.765	15.367	14.57	14.225	14.085	 	 	 	 	7
Cl* NGC  188    FTS     214	*inCl	00 44 16.748	+85 17 20.05	10	10	94	-5.46	-0.59	16.48	15.814	15.415	14.529	14.301	14.233	 	 	 	 	7
Cl* NGC  188    DGV    1456	*inCl	00 43 31.597	+85 17 57.84	10	10	94	-5.34	-0.2	15.621	14.9	14.473	13.59	13.227	13.189	 	 	 	 	7
Cl* NGC  188    FTS      84	*inCl	00 49 48.205	+85 14 28.66	10	10	95	-5.77	-0.25	15.599	14.881	14.452	13.589	13.223	13.143	 	 	 	 	7
Cl* NGC  188    FTS     154	*inCl	00 50 31.086	+85 13 33.65	10	10	0	-5.47	-0.36	15.877	15.228	14.813	14.014	13.769	13.705	 	 	 	 	7
Cl* NGC  188    FTS      77	*inCl	00 50 37.637	+85 11 50.60	10	10	114	-5.19	-0.3	15.544	14.821	14.387	13.541	13.214	13.134	 	 	 	 	7
Cl* NGC  188    FTS     202	*inCl	00 49 44.541	+85 12 03.15	10	10	85	-5.68	-0.56	16.307	15.63	15.222	14.403	14.109	13.964	 	 	 	 	7
Cl* NGC  188    DGV     549	*inCl	00 45 37.348	+85 07 37.88	10	10	81	-0.36	2.38	15.03	14.12	13.52	12.223	11.661	11.604	 	 	 	 	7
Cl* NGC  188    DGV    1357	*inCl	00 47 11.62	+85 20 53.8	80	60	88	48.24	2.07	13.16	12.46	12.034	11.106	10.764	10.709	 	 	 	 	7
Cl* NGC  188    DGV    1339	*inCl	00 43 49.32	+85 22 22.6	80	60	0	59.74	-0.31	12.91	12.28	 	11.1	10.773	10.705	 	 	 	 	7
Cl* NGC  188    DGV     485	*inCl	00 42 06.529	+85 16 47.25	10	10	0	-5.32	-0.17	14.726	14.165	13.816	13.064	12.815	12.778	 	 	 	 	7
Cl* NGC  188    DGV    1529	*inCl	00 42 03.345	+85 22 52.08	10	10	90	-2.8	2.34	14.07	13.04	12.441	11.194	10.662	10.577	 	 	 	 	7
Cl* NGC  188    DGV    1532	*inCl	00 40 40.463	+85 17 20.13	10	10	87	8.1	2.71	16.12	15.3	14.846	13.897	13.523	13.444	 	 	 	 	7
Cl* NGC  188    DGV     798	*inCl	00 40 45.231	+85 12 09.08	10	10	0	-2.97	1.71	16.17	15.6	15.253	14.479	14.254	14.301	 	 	 	 	7
Cl* NGC  188    DGV     795	*inCl	00 40 43.119	+85 10 37.56	10	10	107	2.06	0.87	13.415	12.982	12.675	12.016	11.816	11.793	 	 	 	 	7
Cl* NGC  188    DGV    1342	*inCl	00 43 23.807	+85 20 32.64	10	10	61	-4.91	0.13	15.558	15.071	14.771	 	 	 	 	 	 	 	7
Cl* NGC  188    DGV     482	*inCl	00 42 58.754	+85 13 14.81	10	10	99	-2.3	-0.04	16.49	15.57	14.931	13.728	13.462	13.213	 	 	 	 	7
Cl* NGC  188     JA    1425	*inCl	00 43 52.68	+85 13 05.2	80	60	0	-1.55	-0.62	15.598	14.51	13.868	12.455	11.842	11.713	 	 	 	 	7
Cl* NGC  188    DGV     831	*inCl	00 41 54.414	+85 09 19.53	10	10	0	0.75	1.95	15.118	14.512	14.113	13.304	13.07	12.987	 	 	 	 	7
Cl* NGC  188    DGV    1432	*inCl	00 44 36.238	+85 21 09.91	10	10	0	-5.48	0.05	15.515	14.865	14.477	13.644	13.26	13.2	 	 	 	 	7
Cl* NGC  188    FTS     308	*inCl	00 46 08.634	+85 17 16.51	10	10	0	-5.2	-0.78	17.11	16.36	15.955	15.075	14.7	14.653	 	 	 	 	7
Cl* NGC  188    FTS     286	*inCl	00 45 16.405	+85 17 00.71	10	10	0	-4.89	-0.72	17.292	16.473	15.964	14.927	14.533	14.338	 	 	 	 	7
Cl* NGC  188    FTS     212	*inCl	00 44 12.853	+85 16 27.67	10	10	0	-5.08	-0.54	16.456	15.781	15.373	14.55	14.227	14.222	 	 	 	 	7
Cl* NGC  188    FTS     314	*inCl	00 45 18.116	+85 15 13.24	10	10	0	-5.17	-0.81	17.23	16.41	15.998	15.079	14.826	14.443	 	 	 	 	7
Cl* NGC  188    FTS      73	*inCl	00 45 03.153	+85 14 07.40	10	10	133	-6.54	0.98	16.663	15.978	15.556	14.742	14.442	14.312	 	 	 	 	7
Cl* NGC  188    FTS     289	*inCl	00 46 26.989	+85 12 53.49	10	10	85	-5.27	-0.56	16.98	16.22	15.82	14.865	14.44	14.324	 	 	 	 	7
Cl* NGC  188    FTS     206	*inCl	00 45 21.759	+85 12 26.66	10	10	112	-5.14	-0.48	16.671	15.977	15.569	14.635	14.271	14.178	 	 	 	 	7
Cl* NGC  188    FTS      65	*inCl	00 46 18.25	+85 09 34.0	90	60	94	13.59	7.53	15.382	14.7	14.279	13.405	13.005	12.942	 	 	 	 	7
Cl* NGC  188    DGV    1336	*inCl	00 47 00.132	+85 23 48.28	10	10	96	5.77	7.87	13.57	12.88	12.47	11.666	11.268	11.214	 	 	 	 	7
Cl* NGC  188    DGV    1358	*inCl	00 48 29.094	+85 20 32.64	10	10	78	-13.66	2.85	13.781	13.209	12.837	12.085	11.82	11.812	 	 	 	 	7
Cl* NGC  188    FTS     255	*inCl	00 48 22.059	+85 17 52.54	10	10	49	-5.95	-0.89	16.677	15.976	15.572	14.707	14.314	14.225	 	 	 	 	7
Cl* NGC  188    FTS     240	*inCl	00 47 51.757	+85 16 25.64	10	10	94	-5.58	-0.66	16.669	15.989	15.583	 	 	 	 	 	 	 	7
Cl* NGC  188    FTS     172	*inCl	00 47 34.414	+85 15 50.54	10	10	112	-5.62	-0.71	15.995	15.363	14.972	14.26	13.96	13.843	 	 	 	 	7
Cl* NGC  188    FTS     230	*inCl	00 46 50.173	+85 15 41.25	10	10	103	-5.71	-0.71	16.456	15.792	15.393	14.58	14.192	14.172	 	 	 	 	7
Cl* NGC  188    FTS     324	*inCl	00 48 35.161	+85 15 17.08	10	10	0	-5.73	-0.5	17.15	16.43	16.022	15.17	14.733	14.925	 	 	 	 	7
Cl* NGC  188    FTS     280	*inCl	00 48 06.887	+85 14 48.99	10	10	92	-5.45	-1.04	17.11	16.28	15.85	14.94	14.627	14.478	 	 	 	 	7
Cl* NGC  188    FTS     209	*inCl	00 47 16.500	+85 10 26.99	10	10	73	-4.7	-0.38	16.404	15.702	15.267	14.435	14.018	13.989	 	 	 	 	7
Cl* NGC  188    DGV    1402	*inCl	00 50 43.727	+85 21 06.72	10	10	82	-2.93	5.67	14.329	13.618	13.167	12.262	11.903	11.812	 	 	 	 	7
Cl* NGC  188    FTS     311	*inCl	00 50 33.882	+85 16 10.26	10	10	0	-5.15	-1.01	17.26	16.45	15.927	14.896	14.507	14.502	 	 	 	 	7
Cl* NGC  188    FTS     293	*inCl	00 50 25.127	+85 14 05.29	10	10	58	-5.51	0.14	17.11	16.35	15.875	 	 	 	 	 	 	 	7
Cl* NGC  188    FTS     299	*inCl	00 49 08.563	+85 13 26.34	10	10	0	-5.73	-0.81	17.08	16.333	15.884	15.018	14.73	14.494	 	 	 	 	7
Cl* NGC  188    FTS     247	*inCl	00 50 45.093	+85 13 19.09	10	10	78	-5.73	-0.66	16.802	16.024	15.537	14.579	14.269	14.165	 	 	 	 	7
Cl* NGC  188    FTS     198	*inCl	00 49 53.224	+85 13 03.68	10	10	83	-5.64	-0.51	16.281	15.613	15.212	14.432	14.134	14.056	 	 	 	 	7
Cl* NGC  188    FTS     264	*inCl	00 49 53.549	+85 12 50.31	10	10	96	-4.75	-1.42	16.729	16.046	15.625	14.762	14.574	14.441	 	 	 	 	7
Cl* NGC  188    DGV     514	*inCl	00 49 14.347	+85 08 30.51	10	10	0	-2.66	1.57	15.491	14.945	14.568	13.809	13.563	13.42	 	 	 	 	7
Cl* NGC  188    DGV     512	*inCl	00 49 04.757	+85 06 57.65	10	10	0	-3.79	-0.34	15.472	14.731	14.273	13.384	13.037	12.984	 	 	 	 	7
Cl* NGC  188    DGV    1334	*inCl	00 51 30.044	+85 20 08.03	10	10	0	3.94	-0.59	16.09	15.43	15.088	14.276	14.033	13.938	 	 	 	 	7
Cl* NGC  188    DGV     469	*inCl	00 53 04.425	+85 13 07.55	10	10	92	-5.11	-0.56	15.549	14.823	14.393	13.533	13.154	13.101	 	 	 	 	7
Cl* NGC  188    FTS     148	*inCl	00 46 48.758	+85 12 44.18	10	10	0	-5.3	-0.21	15.89	15.21	14.794	13.971	13.691	13.532	 	 	 	 	7
Cl* NGC  188    FTS      37	*inCl	00 46 26.717	+85 11 47.55	10	10	0	-5.98	-1.45	15.725	15.047	14.643	13.744	13.499	13.4	 	 	 	 	7
Cl* NGC  188    FTS     415	*inCl	00 45 54.50	+85 14 45.1	100	70	0	-5.16	-0.77	18.27	17.35	16.76	15.393	14.982	14.829	 	 	 	 	6
Cl* NGC  188    FTS     379	*inCl	00 46 16.64	+85 14 55.1	100	70	1	-5.77	-1.02	18.04	16.98	16.405	15.243	14.779	14.669	 	 	 	 	6
Cl* NGC  188    FTS     463	*inCl	00 48 50.94	+85 14 41.0	80	80	0	-6.29	-0.89	19.22	17.96	17.228	15.784	15.11	15.08	 	 	 	 	6
Cl* NGC  188    SMV   10108	*inCl	00 51 55.053	+85 07 52.08	10	10	92	-4.79	-0.08	16.544	15.853	15.415	14.569	14.277	14.201	 	 	 	 	6
Cl* NGC  188    SMV   10741	*inCl	00 53 34.899	+85 11 14.53	10	10	102	-5.18	-0.43	14.55	13.41	12.737	11.376	10.792	10.702	 	 	 	 	6
Cl* NGC  188    FTS     224	*inCl	00 50 24.888	+85 11 02.12	10	10	0	-5.17	-0.24	16.378	15.738	15.363	14.596	14.341	14.219	 	 	 	 	6
Cl* NGC  188    DGV     543	*inCl	00 45 33.264	+85 05 48.65	10	10	109	-5.33	0.09	15.874	15.232	14.848	13.971	13.682	13.611	 	 	 	 	6
Cl* NGC  188    DGV     591	*inCl	00 43 50.579	+85 11 05.85	10	10	121	-4.5	1.27	16.391	15.772	15.386	14.625	14.178	14.216	 	 	 	 	6
Cl* NGC  188    DGV     593	*inCl	00 43 04.987	+85 10 50.45	10	10	99	-5.13	-0.91	16.403	15.662	15.213	14.322	13.907	13.823	 	 	 	 	6
Cl* NGC  188    DGV     595	*inCl	00 43 38.572	+85 11 30.41	10	10	93	-4.62	-0.08	16.418	15.733	15.333	14.465	14.066	14.171	 	 	 	 	6
Cl* NGC  188    DGV     598	*inCl	00 42 48.603	+85 11 46.83	10	10	79	-5.05	-0.61	16.172	15.504	15.104	14.265	14.009	13.748	 	 	 	 	6
Cl* NGC  188    DGV     599	*inCl	00 42 25.873	+85 11 07.06	10	10	82	-4.44	-1.26	16.102	15.442	15.03	14.14	13.802	13.692	 	 	 	 	6
Cl* NGC  188    DGV     608	*inCl	00 42 08.259	+85 12 00.92	10	10	0	-5.15	-0.62	15.939	15.273	14.868	13.985	13.696	13.611	 	 	 	 	6
Cl* NGC  188    DGV     609	*inCl	00 42 22.475	+85 12 06.86	10	10	127	-5.15	-0.57	16.209	15.549	15.148	14.261	13.984	13.957	 	 	 	 	6
Cl* NGC  188    DGV     614	*inCl	00 42 40.393	+85 16 49.53	10	10	0	-5.1	-0.51	16.24	15.303	14.772	 	 	 	 	 	 	 	6
Cl* NGC  188    DGV     616	*inCl	00 42 42.833	+85 14 55.52	10	10	0	-5.01	-0.82	16.153	15.487	15.071	14.223	13.886	13.875	 	 	 	 	6
Cl* NGC  188    FTS      36	*inCl	00 45 26.887	+85 12 17.54	10	10	0	-2.19	-1.36	15.741	15.087	14.718	 	 	 	 	 	 	 	6
Cl* NGC  188    DGV     734	*inCl	00 47 20.168	+85 15 33.40	10	10	0	-4.75	-1.02	16.965	16.127	15.845	14.209	13.911	13.837	 	 	 	 	6
Cl* NGC  188    DGV     735	*inCl	00 47 14.641	+85 15 50.32	10	10	0	-5.72	-0.59	15.634	14.964	14.548	 	 	 	 	 	 	 	6
Cl* NGC  188    DGV     833	*inCl	00 41 50.426	+85 09 48.76	10	10	122	-4.54	0.33	15.814	15.017	14.524	13.577	13.201	13.102	 	 	 	 	6
Cl* NGC  188    DGV    1036	*inCl	00 40 57.469	+85 14 37.34	10	10	94	-4.48	-0.22	16.4	15.711	15.289	14.358	14.077	13.976	 	 	 	 	6
Cl* NGC  188    DGV    1267	*inCl	00 53 35.611	+85 20 58.32	10	10	0	-5.54	-2.05	14.111	12.892	12.223	10.823	10.237	10.107	 	 	 	 	6
Cl* NGC  188    DGV    1284	*inCl	00 52 40.437	+85 21 22.68	10	10	0	-5.09	-0.73	15.617	14.938	14.526	13.722	13.392	13.379	 	 	 	 	6
Cl* NGC  188    DGV    1395	*inCl	00 48 53.548	+85 19 53.23	10	10	0	-4.86	-0.77	16.663	15.93	15.489	14.509	14.196	14.166	 	 	 	 	6
Cl* NGC  188    DGV    1409	*inCl	00 48 35.560	+85 21 18.67	10	10	0	-4.81	-0.01	15.866	15.201	14.789	13.96	13.686	13.526	 	 	 	 	6
Cl* NGC  188    DGV    1413	*inCl	00 47 30.629	+85 21 33.01	10	10	0	-5.02	0.03	15.913	15.254	14.868	14.001	13.702	13.592	 	 	 	 	6
Cl* NGC  188    DGV    1419	*inCl	00 45 30.273	+85 22 23.38	10	10	96	-5.07	-0.06	16.352	15.681	15.3	14.447	14.111	14.083	 	 	 	 	6
Cl* NGC  188    DGV    1424	*inCl	00 46 46.587	+85 21 02.91	10	10	117	-5.31	0.08	15.702	15.016	14.584	13.769	13.468	13.382	 	 	 	 	6
Cl* NGC  188    DGV    1434	*inCl	00 44 24.821	+85 20 38.49	10	10	0	-5.41	0.02	16.339	15.671	15.284	14.475	14.144	14.06	 	 	 	 	6
Cl* NGC  188    FTS      71	*inCl	00 44 31.616	+85 18 23.36	10	10	0	0	0	16.278	15.601	15.2	 	 	 	 	 	 	 	6
Cl* NGC  188    DGV    1454	*inCl	00 42 24.919	+85 17 37.21	10	10	95	-5.31	-0.25	16.452	15.775	15.352	14.5	14.233	14.136	 	 	 	 	6
Cl* NGC  188    DGV    1459	*inCl	00 42 30.240	+85 18 38.93	10	10	96	-4.97	-0.35	16.48	15.805	15.38	14.55	14.226	14.147	 	 	 	 	6
Cl* NGC  188    DGV    1460	*inCl	00 42 58.543	+85 19 06.81	10	10	0	-5.36	-0.31	16.472	15.813	15.414	14.549	14.292	14.174	 	 	 	 	6
Cl* NGC  188    DGV    1531	*inCl	00 41 38.857	+85 17 52.62	10	10	92	-19.05	-15.21	15.644	15.061	14.69	 	 	 	 	 	 	 	6
Cl* NGC  188    DGV    1542	*inCl	00 41 18.862	+85 19 12.80	10	10	86	-5.2	-0.21	16.977	16.159	15.667	14.735	14.183	14.056	 	 	 	 	6
Cl* NGC  188    DGV     803	*inCl	00 42 00.807	+85 16 25.06	10	10	0	-5.15	-0.41	15.4	14.358	13.77	12.524	12.01	11.876	 	 	 	 	6
Cl* NGC  188    DGV    1021	*inCl	00 40 45.557	+85 14 57.01	10	10	91	7.22	7.72	13.96	13.256	12.843	12.003	11.667	11.633	 	 	 	 	6
Cl* NGC  188    DGV    1545	*inCl	00 41 50.059	+85 19 14.33	10	10	0	-5.35	-0.19	16.518	15.836	15.41	14.582	14.317	14.211	 	 	 	 	6
Cl* NGC  188    FTS     277	*inCl	00 43 58.131	+85 13 50.87	10	10	88	-5.32	-1.1	16.798	16.091	15.658	14.708	14.439	14.336	 	 	 	 	6
Cl* NGC  188    DGV     594	*inCl	00 43 04.904	+85 11 24.23	10	10	0	-5	-0.98	16.816	16.092	15.665	14.716	14.379	14.304	 	 	 	 	6
Cl* NGC  188    FTS     229	*inCl	00 43 56.784	+85 11 19.17	10	10	0	-5.21	-0.79	16.664	15.961	15.555	14.734	14.41	14.273	 	 	 	 	6
Cl* NGC  188    PKM    4494	*inCl	00 45 15.693	+85 22 08.96	10	10	75	-5.38	-0.42	17.08	16.32	15.867	14.904	14.522	14.676	 	 	 	 	6
Cl* NGC  188    FTS     267	*inCl	00 45 11.598	+85 16 56.95	10	10	92	-5.21	-0.75	16.958	16.234	15.803	14.965	14.533	14.52	 	 	 	 	6
Cl* NGC  188    FTS     180	*inCl	00 45 31.944	+85 14 16.19	10	10	113	-6.17	0.27	17.161	16.341	15.838	14.879	14.477	14.274	 	 	 	 	6
Cl* NGC  188    FTS     135	*inCl	00 45 04.139	+85 13 59.38	10	10	0	-5.87	-1.14	16.78	16.081	15.642	14.678	14.416	14.342	 	 	 	 	6
Cl* NGC  188    FTS     157	*inCl	00 44 19.61	+85 12 14.7	90	60	0	-6.4	4.81	15.722	15.22	14.887	14.154	13.789	13.813	 	 	 	 	6
Cl* NGC  188    FTS     281	*inCl	00 45 53.743	+85 12 05.81	10	10	0	-5.38	-0.46	16.888	16.158	15.744	14.86	14.479	14.41	 	 	 	 	6
Cl* NGC  188    DGV    1503	*inCl	00 47 29.668	+85 24 14.10	10	10	105	-5.2	-0.41	13.96	12.796	12.151	10.783	10.21	10.114	 	 	 	 	6
Cl* NGC  188    DGV    1412	*inCl	00 47 41.309	+85 21 20.40	10	10	0	-2.45	1.14	15.903	15.421	15.132	14.363	14.172	14.165	 	 	 	 	6
Cl* NGC  188    FTS     318	*inCl	00 48 02.050	+85 19 24.61	10	10	95	-5.18	-0.71	17.262	16.489	16.041	15.147	14.758	14.623	 	 	 	 	6
Cl* NGC  188    FTS     326	*inCl	00 48 18.498	+85 17 33.20	10	10	103	-6.02	-0.65	17.21	16.483	16.078	15.204	14.782	14.684	 	 	 	 	6
Cl* NGC  188    FTS     138	*inCl	00 48 17.757	+85 16 41.16	10	10	0	-5.51	-1.51	17.022	16.289	15.861	14.998	14.566	14.47	 	 	 	 	6
Cl* NGC  188    FTS     272	*inCl	00 48 45.431	+85 16 11.27	10	10	107	-5.5	-0.75	16.778	16.065	15.641	14.812	14.376	14.441	 	 	 	 	6
Cl* NGC  188    FTS     178	*inCl	00 48 23.52	+85 15 15.8	90	60	0	2.57	5.74	16.32	15.48	15.029	14.108	13.719	13.558	 	 	 	 	6
Cl* NGC  188    FTS     297	*inCl	00 48 43.424	+85 13 36.01	10	10	0	-5.93	-0.57	17.146	16.336	15.838	14.825	14.484	14.28	 	 	 	 	6
Cl* NGC  188    FTS     301	*inCl	00 47 54.621	+85 12 24.10	10	10	71	-5.81	-0.43	17.107	16.358	15.924	15.04	14.718	14.591	 	 	 	 	6
